Time,Open,High,Low,Close,TickVolume,Spread,RealVolume
2025.09.15 00:00:00,3.132,3.135,3.094,3.1175,25631,0,1192414
2025.09.14 00:00:00,3.1245,3.133,3.114,3.1305,3307,0,114345
2025.09.13 00:00:00,3.1265,3.134,3.1125,3.1245,3162,0,107478
2025.09.12 00:00:00,3.185,3.2,3.1105,3.1165,38440,0,1997419
2025.09.11 00:00:00,3.194,3.211,3.18,3.189,14564,0,791816
2025.09.10 00:00:00,3.238,3.241,3.1795,3.1905,16752,0,1086713
2025.09.09 00:00:00,3.2305,3.2545,3.21,3.2325,14549,0,903475
2025.09.08 00:00:00,3.201,3.2295,3.1985,3.229,16415,0,991724
2025.09.07 00:00:00,3.19,3.2065,3.185,3.203,3000,0,150196
2025.09.06 00:00:00,3.1885,3.1995,3.1825,3.196,2818,0,103120
2025.09.05 00:00:00,3.1755,3.196,3.175,3.1885,11732,0,604481
2025.09.04 00:00:00,3.1715,3.197,3.1635,3.1755,13486,0,765203
2025.09.03 00:00:00,3.162,3.175,3.1425,3.171,12283,0,647183
2025.09.02 00:00:00,3.163,3.1725,3.138,3.162,24766,0,864706
2025.09.01 00:00:00,3.1855,3.192,3.156,3.163,16194,0,706488
2025.08.31 00:00:00,3.1725,3.1895,3.1725,3.1845,2476,0,98823
2025.08.30 00:00:00,3.168,3.179,3.1545,3.1725,2913,0,139986
2025.08.29 00:00:00,3.171,3.186,3.14,3.1635,29769,0,1121212
2025.08.28 00:00:00,3.1875,3.2105,3.163,3.1695,17887,0,1339735
2025.08.27 00:00:00,3.176,3.191,3.168,3.1875,13586,0,814005
2025.08.26 00:00:00,3.173,3.193,3.1485,3.176,15749,0,964367
2025.08.25 00:00:00,3.176,3.176,3.135,3.173,28025,0,1207982
2025.08.24 00:00:00,3.1775,3.178,3.1635,3.172,2507,0,72926
2025.08.23 00:00:00,3.179,3.18,3.1695,3.1765,2506,0,69893
2025.08.22 00:00:00,3.178,3.193,3.15,3.1775,20054,0,1555151
2025.08.21 00:00:00,3.221,3.235,3.163,3.1734999999999998,34020,0,1754991
2025.08.20 00:00:00,3.269,3.2800000000000002,3.201,3.22,24871,0,1592106
2025.08.19 00:00:00,3.2755,3.3,3.257,3.2615,24622,0,1313708
2025.08.18 00:00:00,3.27,3.302,3.2359999999999998,3.2755,33640,0,1696864
2025.08.17 00:00:00,3.27,3.284,3.263,3.265,2792,0,81581
2025.08.16 00:00:00,3.285,3.2935,3.2085,3.268,7207,5,391298
2025.08.15 00:00:00,3.2975,3.312,3.2775,3.3085,20406,0,1542201
2025.08.14 00:00:00,3.302,3.3145,3.2755,3.292,21962,0,1703809
2025.08.13 00:00:00,3.3,3.327,3.2915,3.2955,23808,0,1132559
2025.08.12 00:00:00,3.285,3.312,3.273,3.303,18362,0,1031998
2025.08.11 00:00:00,3.286,3.3609999999999998,3.273,3.285,38619,0,2381666
2025.08.08 00:00:00,3.275,3.292,3.2415,3.2775,28810,0,1596580
2025.08.07 00:00:00,3.253,3.3,3.22,3.2715,32026,0,2617569
2025.08.06 00:00:00,3.186,3.257,3.164,3.253,30134,0,2134460
2025.08.05 00:00:00,3.164,3.1885,3.145,3.184,21092,0,1134688
2025.08.04 00:00:00,3.1015,3.1665,3.1015,3.1655,30711,0,1664671
2025.08.01 00:00:00,3.0945,3.11,3.08,3.1015,19973,0,905547
2025.07.31 00:00:00,3.0955,3.1005,3.071,3.0935,18627,0,792963
2025.07.30 00:00:00,3.114,3.116,3.078,3.087,19000,0,982257
2025.07.29 00:00:00,3.128,3.129,3.1,3.1065,19625,0,860146
2025.07.28 00:00:00,3.167,3.17,3.1005,3.1155,31865,0,1402389
2025.07.27 00:00:00,3.17,3.1705,3.16,3.17,1983,0,50338
2025.07.26 00:00:00,3.164,3.1745,3.1635,3.1705,2696,0,57182
