Time,Open,High,Low,Close,TickVolume,Spread,RealVolume
2025.09.15 00:00:00,22.4,22.475,21.92,21.95,9213,0,228579
2025.09.14 00:00:00,22.31,22.375,22.25,22.36,642,0,14278
2025.09.13 00:00:00,22.27,22.4,22.27,22.315,692,0,14067
2025.09.12 00:00:00,22.92,23.02,22.23,22.27,12841,0,331349
2025.09.11 00:00:00,22.82,23.14,22.75,22.95,6960,0,197104
2025.09.10 00:00:00,23.19,23.4,22.73,22.77,9200,0,317710
2025.09.09 00:00:00,23.185,23.41,23.05,23.19,8091,0,255065
2025.09.08 00:00:00,22.67,23.17,22.625,23.15,7777,0,223425
2025.09.07 00:00:00,22.67,22.735,22.64,22.7,372,0,6319
2025.09.06 00:00:00,22.63,22.71,22.625,22.675,338,0,5019
2025.09.05 00:00:00,22.65,22.83,22.575,22.63,4146,0,113330
2025.09.04 00:00:00,22.63,22.785,22.425,22.605,5348,0,157009
2025.09.03 00:00:00,22.45,22.675,22.28,22.61,5170,0,173167
2025.09.02 00:00:00,22.815,22.91,22.305,22.48,11365,0,278224
2025.09.01 00:00:00,22.8,22.985,22.73,22.81,6728,0,169261
2025.08.31 00:00:00,22.815,22.88,22.76,22.85,430,5,10475
2025.08.30 00:00:00,22.8,22.9,22.75,22.805,574,0,16041
2025.08.29 00:00:00,22.91,23.055,22.73,22.785,7638,0,179949
2025.08.28 00:00:00,23.245,23.385,22.7,22.885,6866,0,174401
2025.08.27 00:00:00,22.97,23.27,22.855,23.245,5537,0,142096
2025.08.26 00:00:00,22.905,23.25,22.85,22.925,5047,0,123857
2025.08.25 00:00:00,23.065,23.065,22.73,22.945,8211,0,150492
2025.08.24 00:00:00,23.165,23.165,22.99,23.0,583,0,9922
2025.08.23 00:00:00,23.095,23.175,23.04,23.115,472,0,11817
2025.08.22 00:00:00,22.91,23.29,22.755,23.045,8052,0,303703
2025.08.21 00:00:00,23.23,23.45,22.72,22.855,8888,0,281705
2025.08.20 00:00:00,23.405,23.615,23.125,23.195,8298,0,253443
2025.08.19 00:00:00,23.79,23.92,23.325,23.45,7341,0,219230
2025.08.18 00:00:00,23.305,23.975,23.18,23.8,13254,0,309191
2025.08.17 00:00:00,23.195,23.3,23.165,23.21,805,0,14628
2025.08.16 00:00:00,23.125,23.49,23.055,23.26,4015,0,118218
2025.08.15 00:00:00,23.9,24.045,23.645,23.78,8699,0,307804
2025.08.14 00:00:00,23.93,23.995,23.375,23.85,18860,0,707037
2025.08.13 00:00:00,23.155,24.265,23.09,23.93,40600,0,1702803
2025.08.12 00:00:00,23.125,23.22,22.985,23.125,9001,0,233572
2025.08.11 00:00:00,23.095,23.405,22.875,23.125,15550,0,468597
2025.08.08 00:00:00,22.76,22.975,22.65,22.975,10812,0,401759
2025.08.07 00:00:00,22.515,23.08,22.27,22.73,17795,0,656712
2025.08.06 00:00:00,22.195,22.855,21.815,22.47,17651,0,596328
2025.08.05 00:00:00,22.09,22.235,21.915,22.17,8934,0,165715
